"","Household_ID","Disability_in_house","Household_disability_income","Household_SSI_income","Number_of_persons_in_house","Total_household_income"
"52002",79310,2,0,0,1,100150
"52003",79312,2,0,0,2,67584
"52004",79313,2,0,0,2,31501
"52005",79314,2,0,0,1,38667
"52006",79315,2,0,0,4,192106
"52007",79316,2,0,0,2,135535
"52008",79317,2,0,0,1,57000
"52009",79318,2,0,0,3,141300
"52010",79319,2,0,0,1,20062
"52011",79320,2,0,0,4,220320
"52012",79321,2,0,0,2,173025
"52013",79322,2,0,0,2,188130
"52014",79323,2,0,0,1,110009
"52015",79324,2,0,0,2,108299
"52016",79325,2,0,0,1,160001
"52017",79326,1,3600,0,1,79202
"52018",79327,2,0,0,1,29299
"52019",79328,2,0,0,3,146712
"52020",79329,2,0,0,2,93250
"52021",79330,2,0,0,2,482125
"52022",79334,2,0,0,2,133320
"52023",79336,2,0,0,2,81000
"52024",79337,2,0,0,1,0
"52025",79338,1,15600,0,2,67613
"52026",79339,2,0,0,1,112676
"52027",79340,2,0,0,1,59320
"52028",79341,2,0,0,4,204502
"52029",79342,2,0,0,1,54830
"52030",79344,2,0,0,3,49510
"52031",79345,2,0,0,1,10382
"52032",79346,2,0,0,4,197106
"52033",79347,2,0,0,2,310604
"52034",79348,2,0,0,4,130125
"52035",79349,2,0,0,9,206710
"52036",79350,2,0,0,3,297453
"52037",79351,2,0,21672,2,85656
"52038",79352,2,0,11880,4,138668
"52039",79353,2,0,0,4,130000
"52040",79355,1,13200,0,2,150370
"52041",79356,2,0,0,4,75020
"52042",79357,2,0,0,1,48557
"52043",79358,2,0,0,3,135550
"52044",79359,2,0,0,2,107505
"52045",79361,2,0,0,2,73230
"52046",79362,2,0,0,5,280063
"52047",79363,2,0,0,3,156272
"52048",79366,2,0,0,1,9076
"52049",79367,2,0,0,1,36000
"52050",79369,2,0,0,2,55000
"52051",79370,2,0,0,5,113000
"52052",79371,2,0,0,6,16182
"52053",79372,2,0,0,4,40000
"52054",79373,2,0,0,3,133262
"52055",79374,2,0,0,2,85001
"52056",79375,2,0,0,4,120511
"52057",79376,2,0,0,5,267017
"52058",79377,2,0,0,4,292136
"52059",79378,2,0,0,4,231521
"52060",79379,2,0,0,2,105119
"52061",79380,2,0,0,2,197535
"52062",79381,2,0,0,4,157000
"52063",79382,2,0,0,2,95304
"52064",79383,2,0,0,2,207700
"52065",79384,2,0,0,1,19000
"52066",79385,2,0,0,2,144886
"52067",79386,2,0,0,1,24001
"52068",79387,2,0,0,1,50000
"52069",79388,2,0,0,4,121001
"52070",79389,2,0,0,3,25512
"52071",79390,2,0,0,1,27501
"52072",79391,2,0,0,2,67205
"52073",79392,2,0,0,3,85104
"52074",79393,2,0,0,2,67361
"52075",79405,2,0,0,5,65000
"52076",79406,2,0,0,4,212212
"52077",79407,2,0,0,3,116001
"52078",79408,2,0,0,3,24000
"52079",79410,2,0,0,6,87035
"52080",79411,2,0,0,2,51097
"52081",79412,2,0,0,4,226563
"52082",79413,2,0,0,5,98112
"52083",79414,2,0,0,5,99000
"52084",79417,2,0,0,5,80088
"52085",79418,2,0,0,2,37642
"52086",79419,2,0,0,6,13327
"52087",79420,2,0,0,6,71655
"52088",79421,2,0,0,5,1135339
"52089",79423,2,0,0,2,222051
"52090",79424,1,900,0,7,53931
"52091",79425,2,0,0,2,82505
"52092",79427,2,0,0,4,235060
"52093",79428,2,0,0,4,207000
"52094",79430,2,0,0,3,166088
"52095",79431,2,0,0,2,262108
"52096",79432,2,0,0,1,65002
"52097",79433,2,0,0,3,80002
"52098",79434,2,0,0,5,142535
"52099",79436,2,0,0,4,176648
"52100",79437,2,0,0,5,66502
"52101",79438,2,0,0,4,87805
"52102",79439,2,0,0,5,81500
"52103",79440,2,0,0,4,88546
"52104",79441,2,0,0,4,301350
"52105",79442,2,0,0,3,220692
"52106",79443,2,0,0,3,160975
"52107",79446,2,0,0,2,25502
"52108",79447,2,0,0,5,21400
"52109",79448,2,0,0,4,28758
"52110",79449,2,0,0,3,252616
"52111",79450,2,0,0,3,93060
"52112",79451,2,0,0,3,100340
"52113",79452,2,0,0,3,206660
"52114",79453,2,0,0,5,110370
"52115",79454,2,0,0,5,25000
"52116",79455,2,0,0,3,60663
"52117",79456,2,0,0,3,15001
"52118",79457,2,0,0,2,74360
"52119",79458,2,0,0,4,371797
"52120",79459,2,0,0,2,40000
"52121",79460,2,0,0,3,110001
"52122",79461,2,0,0,2,140511
"52123",79462,2,0,0,2,149573
"52124",79463,2,0,0,2,74932
"52125",79464,2,0,0,4,79012
"52126",79465,2,0,0,1,27371
"52127",79466,2,0,0,2,135000
"52128",79467,2,0,0,3,209027
"52129",79468,2,0,0,2,135776
"52130",79469,2,0,0,2,162450
"52131",79470,2,0,0,1,264445
"52132",79471,2,0,0,2,180060
"52133",79472,2,0,0,2,78643
"52134",79473,2,0,0,1,85815
"52135",79475,2,0,0,4,67453
"52136",79476,2,0,0,2,143406
"52137",79478,2,0,0,3,137334
"52138",79483,2,0,0,1,82805
"52139",79489,2,0,0,4,119150
"52140",79490,2,0,0,5,129506
"52141",79491,2,0,0,5,96543
"52142",79573,2,0,0,2,60197
"52143",79574,2,0,0,1,102772
"52144",79575,2,0,0,4,143002
"52145",79576,2,0,0,3,121139
"52146",79577,2,0,0,2,256775
"52147",79578,2,0,0,5,79300
"52148",79579,2,0,0,2,126603
"52149",79580,2,0,0,5,95841
"52150",79581,2,0,0,1,64000
"52151",79582,2,0,0,2,78774
"52152",79583,2,0,0,2,164056
"52153",79585,2,0,0,2,210112
"52154",79586,2,0,0,4,94040
"52155",79587,2,0,0,4,40940
"52156",79588,2,0,0,1,57904
"52157",79589,2,0,0,1,23835
"52158",79590,2,0,0,4,44244
"52159",79591,1,46800,0,3,90800
"52160",79592,2,0,0,2,143811
"52161",79593,2,0,0,3,60608
"52162",79594,2,0,0,3,126378
"52163",79595,2,0,0,1,30950
"52164",79597,2,0,0,1,161875
"52165",79598,2,0,0,4,106787
"52166",79599,2,0,0,2,156010
"52167",79600,2,0,0,1,66006
"52168",79601,2,0,0,5,42002
"52169",79602,2,0,0,6,36104
"52170",79603,2,0,0,2,40800
"52171",79604,2,0,0,3,10020
"52172",79605,2,0,0,6,82880
"52173",79606,1,3600,0,1,91807
"52174",79607,2,0,0,2,110181
"52175",79608,2,0,0,2,23000
"52176",79609,2,0,0,7,134156
"52177",79610,2,0,0,2,145064
"52178",79612,2,0,0,2,382022
"52179",79613,2,0,0,2,75812
"52180",79614,2,0,0,3,77007
"52181",79615,2,0,0,3,285004
"52182",79616,2,0,0,2,33378
"52183",79617,2,0,0,3,226659
"52184",79618,2,0,0,3,70002
"52185",79619,2,0,0,4,172820
"52186",79620,2,0,0,2,66582
"52187",79621,2,0,0,3,204838
"52188",79622,2,0,0,7,225478
"52189",79623,2,0,0,1,40000
"52190",79625,2,0,0,2,60000
"52191",79626,1,92000,0,1,150084
"52192",79627,2,0,0,2,80000
"52193",79628,2,0,0,2,145707
"52194",79629,1,14400,0,5,126400
"52195",79631,2,0,0,2,248304
"52196",79633,2,0,0,2,110564
"52197",79634,2,0,0,2,58994
"52198",79635,2,0,0,2,58051
"52199",79636,2,0,0,2,87604
"52200",79650,2,0,0,4,139050
"52201",79652,2,0,0,2,210007
"52202",79653,2,0,0,3,157003
"52203",79654,2,0,0,3,77821
"52204",79655,2,0,0,2,40001
"52205",79657,2,0,0,4,146502
"52206",79658,2,0,0,3,314500
"52207",79661,2,0,0,4,169412
"52208",79662,2,0,0,1,38000
"52209",79663,2,0,0,2,98510
"52210",79664,2,0,0,4,202401
"52211",79665,2,0,0,4,70000
"52212",79666,2,0,0,3,51212
"52213",79667,2,0,0,2,16983
"52214",79668,2,0,0,6,118235
"52215",79669,2,0,0,2,0
"52216",79670,2,0,0,2,57562
"52217",79671,2,0,0,1,36048
"52218",79672,2,0,0,3,44742
"52219",79673,2,0,0,3,4200
"52220",79674,2,0,0,5,57312
"52221",79675,2,0,0,2,43000
"52222",79676,2,0,0,2,36002
"52223",79678,2,0,0,3,375182
"52224",79679,2,0,0,7,93200
"52225",79680,2,0,0,2,48400
"52226",79684,2,0,0,4,140004
"52227",79685,2,0,0,3,32012
"52228",79686,2,0,0,3,14120
"52229",79687,2,0,0,2,200504
"52230",79688,2,0,0,6,84000
"52231",79689,2,0,0,2,33385
"52232",79690,2,0,0,3,42000
"52233",79691,2,0,0,2,34301
"52234",79692,1,1040,0,4,88640
"52235",79693,2,0,0,3,185860
"52236",79694,2,0,0,4,145597
"52237",79695,2,0,0,4,709153
"52238",79895,2,0,0,1,30813
"52239",79898,2,0,0,1,601
"52240",79899,2,0,0,2,102002
"52241",79900,2,0,11688,2,34350
"52242",79904,2,0,0,1,2115
"52243",79906,2,0,0,1,16903
"52244",79907,2,0,6000,2,36726
"52245",79908,2,0,0,2,40019
"52246",79909,2,0,0,2,84928
"52247",79910,2,0,0,2,45600
"52248",79911,2,0,0,2,64575
"52249",79912,2,0,0,2,199896
"52250",79913,2,0,0,2,21132
"52251",79914,2,0,0,1,7201
"52252",79915,2,0,0,2,71765
"52253",79916,2,0,0,2,0
"52254",79917,2,0,0,1,27318
"52255",79923,2,0,0,1,64645
"52256",79924,2,0,0,2,116088
"52257",79925,2,0,0,2,52053
"52258",79927,1,2100,0,3,153221
"52259",79929,2,0,0,2,34332
"52260",79930,2,0,11136,1,11136
"52261",79931,2,0,0,2,52591
"52262",79932,2,0,0,3,17578
"52263",79933,2,0,0,3,65000
"52264",79934,2,0,0,4,70000
"52265",79935,2,0,0,4,0
"52266",79936,2,0,0,2,60000
"52267",79937,2,0,0,1,31782
"52268",79939,2,0,0,5,131690
"52269",79940,2,0,0,1,56000
"52270",79941,2,0,0,1,12500
"52271",79942,2,0,0,1,10345
"52272",79952,2,0,0,2,-19935
"52273",79953,2,0,0,1,38703
"52274",79955,2,0,0,1,24207
"52275",79957,2,0,0,3,140695
"52276",79959,2,0,0,3,8400
"52277",79960,2,0,0,4,37802
"52278",79961,2,0,0,4,66010
"52279",79962,2,0,0,2,48801
"52280",79963,2,0,0,7,25000
"52281",79964,2,0,0,5,47845
"52282",79966,2,0,0,1,2001
"52283",79967,2,0,0,2,38928
"52284",79968,2,0,20400,2,20401
"52285",79969,2,0,0,2,47700
"52286",79970,2,0,0,2,32931
"52287",79971,2,0,0,2,24202
"52288",79972,2,0,0,1,80020
"52289",79973,2,0,0,4,75298
"52290",79974,2,0,0,3,50000
"52291",79975,2,0,0,4,413635
"52292",79976,2,0,0,4,26880
"52293",79977,2,0,0,2,105531
"52294",79978,1,3000,0,2,74442
"52295",79979,2,0,0,2,54377
"52296",79980,2,0,0,2,42003
"52297",79981,2,0,0,1,6000
"52298",79982,2,0,0,2,47800
"52299",79983,2,0,0,1,62651
"52300",79984,2,0,0,1,55782
"52301",79985,2,0,0,1,9520
"52302",79986,2,0,0,1,101726
"52303",79987,2,0,0,1,102101
"52304",79988,2,0,0,1,59188
"52305",79989,2,0,0,5,105371
"52306",79991,2,0,0,4,98510
"52307",79992,2,0,0,2,20200
"52308",79993,2,0,35196,4,59596
"52309",79995,2,0,0,1,7200
"52310",79996,2,0,0,1,11400
"52311",79999,2,0,0,3,21601
"52312",80000,2,0,0,2,180570
"52313",80001,2,0,0,3,30376
"52314",80002,2,0,0,1,25050
"52315",80005,2,0,0,3,117055
"52316",80006,2,0,0,3,58477
"52317",80007,2,0,0,4,209205
"52318",80008,2,0,0,2,188071
"52319",80009,2,0,0,1,18027
"52320",80010,2,0,0,3,166110
"52321",80011,2,0,0,7,54002
"52322",80012,2,0,0,3,17608
"52323",80013,2,0,0,4,222000
"52324",82891,2,0,0,2,102524
"52325",82892,2,0,0,1,12500
"52326",82893,2,0,0,4,103000
"52327",82894,2,0,0,1,7695
"52328",82895,2,0,0,1,20880
"52329",82896,2,0,0,3,92150
"52330",82897,2,0,0,2,30000
"52331",82898,2,0,0,4,98889
"52332",82902,2,0,0,2,47936
"52333",82903,2,0,0,1,12588
"52334",82904,2,0,0,1,18582
"52335",82905,2,0,0,1,42000
"52336",82906,2,0,0,6,80000
"52337",82907,2,0,0,1,0
"52338",82908,2,0,25488,2,58128
"52339",82913,2,0,0,5,72000
"52340",82914,2,0,0,3,60002
"52341",82915,2,0,0,2,26640
"52342",82916,2,0,0,1,13782
"52343",82917,2,0,0,2,0
"52344",82918,2,0,0,2,355100
"52345",82919,2,0,0,2,114065
"52346",82920,2,0,0,1,77700
"52347",82922,2,0,0,1,36336
"52348",82925,2,0,0,4,177200
"52349",82927,2,0,0,2,138792
"52350",82929,2,0,0,2,145780
"52351",82930,2,0,0,1,8500
"52352",82931,2,0,0,1,41002
"52353",82932,2,0,0,2,22000
"52354",82937,2,0,0,1,22002
"52355",82938,2,0,0,4,25000
"52356",82939,2,0,0,6,65206
"52357",82940,2,0,0,6,26000
"52358",82941,2,0,0,4,9552
"52359",82942,2,0,7200,3,61560
"52360",82943,2,0,0,5,204001
"52361",82944,2,0,0,3,118000
"52362",82945,2,0,0,3,32600
"52363",82946,2,0,0,1,3120
"52364",82947,2,0,0,3,165140
"52365",82948,2,0,0,3,53606
"52366",82949,2,0,0,1,13782
"52367",82950,2,0,0,6,129000
"52368",86605,2,0,0,1,30818
"52369",86606,2,0,0,3,133840
"52370",86607,2,0,0,2,75800
"52371",86609,2,0,0,2,75104
"52372",86610,2,0,0,6,190800
"52373",86611,2,0,0,2,20000
"52374",86612,2,0,0,1,134200
"52375",86613,2,0,0,1,31248
"52376",86614,2,0,0,5,89400
"52377",86615,2,0,0,1,58001
"52378",86617,2,0,0,2,49442
"52379",86619,2,0,0,1,11454
"52380",86622,2,0,0,1,39656
"52381",86623,2,0,0,1,17325
"52382",86624,2,0,0,1,20882
"52383",86625,2,0,0,2,220900
"52384",86626,2,0,0,2,48000
"52385",86627,2,0,0,2,47010
"52386",86629,2,0,0,2,56002
"52387",86630,2,0,0,2,25164
"52388",86631,2,0,0,2,205358
"52389",86632,2,0,0,2,38982
"52390",86633,2,0,0,1,13182
"52391",86634,2,0,0,5,50766
"52392",86635,2,0,0,2,28000
"52393",86637,2,0,0,1,133201
"52394",86639,2,0,0,1,12000
"52395",86646,2,0,0,6,69002
"52396",86647,2,0,0,2,266460
"52397",86648,2,0,0,11,165500
"52398",86649,2,0,0,5,40600
"52399",86651,2,0,0,3,60001
"52400",86653,2,0,0,4,65779
"52401",86654,2,0,0,7,102500
"52402",86655,2,0,0,5,25000
"52403",86656,2,0,0,1,59900
"52404",86657,2,0,804,2,15577
"52405",79697,2,0,0,3,30000
"52406",79698,2,0,0,1,29328
"52407",79700,2,0,0,1,28000
"52408",79701,2,0,0,1,50000
"52409",79702,2,0,0,2,55637
"52410",79703,2,0,0,2,62009
"52411",79704,2,0,0,1,1e+05
"52412",79705,2,0,0,5,250000
"52413",79706,2,0,0,1,85200
"52414",79707,2,0,0,6,32086
"52415",79708,2,0,0,2,110003
"52416",79709,2,0,0,1,56000
"52417",79710,2,0,0,3,35103
"52418",79711,2,0,0,2,1261
"52419",79712,2,0,0,6,16871
"52420",79713,2,0,0,2,38710
"52421",79717,1,12000,0,1,12002
"52422",79718,2,0,0,6,94075
"52423",79720,2,0,0,6,139092
"52424",79721,2,0,11976,5,82634
"52425",79722,2,0,0,5,60006
"52426",79723,2,0,0,3,8007
"52427",79724,2,0,0,2,11987
"52428",79725,2,0,0,1,8400
"52429",79726,2,0,0,1,51358
"52430",79727,2,0,0,1,80545
"52431",79728,1,16800,0,4,77339
"52432",79729,2,0,0,1,9003
"52433",79730,2,0,0,3,30010
"52434",79731,2,0,0,2,100005
"52435",79732,2,0,0,2,35000
"52436",79733,2,0,0,2,60014
"52437",79734,2,0,0,1,35740
"52438",79736,2,0,0,1,155558
"52439",79737,2,0,0,4,83800
"52440",79738,2,0,0,3,300640
"52441",79739,2,0,0,1,30000
"52442",79740,2,0,10000,2,10000
"52443",79741,2,0,9600,3,84100
"52444",79743,2,0,1896,1,11918
"52445",79744,2,0,0,4,23016
"52446",79745,2,0,0,1,42905
"52447",79746,2,0,0,3,18163
"52448",79747,2,0,0,3,69352
"52449",79748,2,0,0,6,110031
"52450",79749,2,0,0,1,48000
"52451",79750,2,0,0,2,75001
"52452",79753,1,6000,0,3,113790
"52453",79755,2,0,0,1,18000
"52454",79756,2,0,0,3,70000
"52455",79757,2,0,0,2,77086
"52456",79758,2,0,0,3,109000
"52457",79759,2,0,0,1,10000
"52458",79760,2,0,0,2,99540
"52459",79761,2,0,0,3,92006
"52460",79762,2,0,0,2,18240
"52461",79763,2,0,0,4,116015
"52462",79764,2,0,0,1,60000
"52463",79765,2,0,0,1,2001
"52464",79766,2,0,0,5,277620
"52465",79767,2,0,0,7,195000
"52466",79769,2,0,0,2,28644
"52467",79772,2,0,0,1,76154
"52468",79773,2,0,0,5,62000
"52469",79774,2,0,0,2,205000
"52470",79775,2,0,0,5,188680
"52471",79776,2,0,0,5,86428
"52472",79789,2,0,0,2,92824
"52473",79790,2,0,0,1,25706
"52474",79791,2,0,0,2,10
"52475",79792,2,0,0,4,35000
"52476",79793,2,0,0,4,18000
"52477",79794,2,0,0,1,12585
"52478",79795,2,0,0,1,45337
"52479",79796,2,0,0,2,5915
"52480",79797,2,0,0,1,1990
"52481",79798,2,0,0,3,77000
"52482",79799,2,0,0,5,135000
"52483",79800,2,0,0,2,9931
"52484",79801,2,0,0,2,72584
"52485",79802,2,0,34344,4,36996
"52486",79803,2,0,0,5,40812
"52487",79804,2,0,0,1,55005
"52488",79805,1,15000,0,7,60832
"52489",79806,2,0,0,4,55115
"52490",79807,2,0,0,2,51451
"52491",79808,2,0,1000,2,1000
"52492",79809,2,0,0,2,21782
"52493",79810,2,0,0,3,70000
"52494",79812,2,0,0,5,168274
"52495",79815,2,0,0,5,60997
"52496",79816,2,0,0,5,60535
"52497",79817,2,0,0,2,14199
"52498",79818,2,0,0,2,180062
"52499",79819,2,0,0,3,30025
"52500",79820,2,0,0,4,810096
"52501",79821,1,3600,0,4,90100
"52502",79822,2,0,0,5,41800
"52503",79823,2,0,0,3,40000
"52504",79825,2,0,0,6,37000
"52505",79826,2,0,0,3,112215
"52506",79827,2,0,0,5,19986
"52507",79829,2,0,0,5,1170000
"52508",79830,2,0,0,3,79000
"52509",79831,2,0,0,2,33000
"52510",79832,2,0,0,3,114000
"52511",79833,2,0,0,6,48000
"52512",79834,2,0,0,3,140000
"52513",79835,2,0,0,5,46104
"52514",79836,2,0,0,1,52000
"52515",79837,2,0,0,4,199756
"52516",79838,2,0,5988,1,12192
"52517",79839,2,0,0,3,72800
"52518",79840,2,0,0,8,21600
"52519",79841,2,0,0,1,100487
"52520",79842,1,30000,0,1,31795
"52521",79844,2,0,0,3,45000
"52522",79845,2,0,0,2,107160
"52523",79846,2,0,0,2,41770
"52524",79847,2,0,0,2,64715
"52525",79848,2,0,0,1,105500
"52526",79849,2,0,0,1,6084
"52527",79855,2,0,8100,2,57300
"52528",79858,2,0,0,3,91425
"52529",79859,2,0,0,1,12001
"52530",79860,2,0,0,2,52060
"52531",79861,2,0,0,3,83525
"52532",79862,2,0,0,1,31090
"52533",79863,2,0,0,5,68212
"52534",79865,2,0,0,2,205265
"52535",79866,2,0,0,1,4205
"52536",79867,2,0,0,3,56500
"52537",79869,2,0,0,1,3092
"52538",79870,2,0,0,2,90000
"52539",79872,2,0,0,1,90125
"52540",79873,2,0,0,1,33000
"52541",79874,2,0,0,2,141590
"52542",79875,2,0,0,3,183030
"52543",79884,2,0,0,4,20000
"52544",79885,2,0,9480,6,70319
"52545",79886,2,0,0,3,45067
"52546",79887,2,0,0,5,53006
"52547",79888,2,0,14400,6,14400
"52548",79889,2,0,0,3,44000
"52549",79891,2,0,0,2,26000
"52550",79892,2,0,0,1,340005
"52551",79893,2,0,0,7,0
"52552",79894,2,0,0,3,163808
"52553",80014,2,0,0,3,100071
"52554",80016,2,0,0,1,50631
"52555",80017,2,0,0,3,112020
"52556",80018,2,0,0,2,62090
"52557",80019,2,0,0,2,89840
"52558",80020,2,0,0,2,33180
"52559",80021,2,0,0,1,35005
"52560",80022,2,0,0,1,53020
"52561",80023,2,0,0,1,208213
"52562",80025,2,0,0,5,51025
"52563",80026,2,0,0,5,0
"52564",80027,2,0,0,4,111001
"52565",80028,2,0,0,2,38400
"52566",80030,2,0,10200,1,27342
"52567",80031,2,0,5508,1,21648
"52568",80032,2,0,0,4,161000
"52569",80033,2,0,0,3,202004
"52570",80034,2,0,0,4,163928
"52571",80035,2,0,0,1,87210
"52572",80037,2,0,0,5,54450
"52573",80038,2,0,0,1,15248
"52574",80039,2,0,0,1,10380
"52575",80042,2,0,8796,2,16897
"52576",80044,2,0,0,1,55255
"52577",80045,2,0,0,2,25000
"52578",80046,2,0,0,2,110020
"52579",80047,2,0,0,3,96000
"52580",80049,2,0,2000,3,130052
"52581",80050,2,0,0,7,210028
"52582",80051,2,0,0,2,18740
"52583",80052,2,0,0,2,18000
"52584",80053,2,0,0,3,27780
"52585",80054,2,0,0,1,103
"52586",80055,2,0,0,5,97000
"52587",80056,2,0,0,2,96115
"52588",80057,2,0,0,5,45015
"52589",80058,2,0,0,3,11646
"52590",80059,2,0,0,2,170000
"52591",80060,2,0,0,1,32701
"52592",80061,2,0,0,1,134261
"52593",80063,2,0,0,2,32497
"52594",80066,2,0,0,1,10000
"52595",80067,2,0,0,1,5000
"52596",80068,2,0,0,7,11000
"52597",80069,2,0,0,4,46200
"52598",80070,2,0,0,1,30002
"52599",80071,2,0,0,1,55500
"52600",80072,2,0,0,4,62756
"52601",80073,2,0,0,2,36000
"52602",80074,2,0,0,3,189020
"52603",80075,2,0,0,4,120204
"52604",80078,1,7350,0,2,97365
"52605",80079,2,0,0,2,49000
"52606",80080,2,0,0,1,18114
"52607",80081,2,0,0,1,27041
"52608",80082,2,0,0,2,195450
"52609",80083,2,0,0,3,196503
"52610",80084,2,0,0,6,78300
"52611",80085,2,0,0,2,0
"52612",80086,2,0,0,1,75000
"52613",80087,2,0,0,3,127200
"52614",80088,2,0,0,1,40000
"52615",80091,2,0,0,2,3000
"52616",80092,2,0,0,2,129427
"52617",80094,2,0,0,3,116548
"52618",80095,2,0,0,2,250010
"52619",80126,2,0,0,5,35610
"52620",80127,2,0,0,2,49080
"52621",80128,2,0,0,1,38041
"52622",80129,2,0,0,11,68069
"52623",80130,2,0,6000,1,12600
"52624",80131,2,0,0,3,86200
"52625",80132,2,0,0,3,25312
"52626",80133,2,0,0,2,4800
"52627",80134,2,0,0,1,4162
"52628",80135,2,0,0,2,12424
"52629",80136,2,0,0,1,17382
"52630",80137,2,0,0,2,8500
"52631",80138,2,0,0,2,17000
"52632",80139,2,0,0,2,9000
"52633",80140,2,0,0,2,31800
"52634",80141,2,0,0,5,1061
"52635",80142,1,1500,0,1,53106
"52636",80143,2,0,0,4,96652
"52637",80144,2,0,0,8,133638
"52638",80145,2,0,0,7,164740
"52639",80146,2,0,0,1,0
"52640",80147,2,0,0,7,61642
"52641",80153,2,0,0,4,83600
"52642",80154,2,0,0,3,23748
"52643",80156,2,0,0,3,85060
"52644",80157,2,0,0,2,68511
"52645",80158,2,0,0,4,169554
"52646",80160,2,0,0,3,95000
"52647",80161,2,0,0,3,172325
"52648",80162,2,0,0,5,183525
"52649",80163,2,0,0,3,273794
"52650",80164,2,0,0,4,110666
"52651",80165,2,0,0,2,61506
"52652",80166,2,0,0,2,195302
"52653",80167,2,0,9276,2,37468
"52654",80168,2,0,0,3,231000
"52655",80169,2,0,0,3,185608
"52656",80170,2,0,0,4,417101
"52657",80171,2,0,0,3,40904
"52658",80172,2,0,9000,6,18424
"52659",80173,2,0,0,2,42000
"52660",80174,2,0,0,4,127000
"52661",80175,2,0,0,8,46871
"52662",80176,2,0,0,4,43000
"52663",80177,2,0,12480,2,23916
"52664",80178,2,0,0,3,29899
"52665",80179,2,0,0,3,124873
"52666",80180,2,0,0,1,42100
"52667",80181,2,0,0,1,28165
"52668",80182,2,0,0,1,1300
"52669",80183,2,0,0,5,37788
"52670",80184,2,0,0,1,30000
"52671",80185,2,0,0,1,26867
"52672",80187,2,0,0,4,65005
"52673",80188,2,0,0,1,60000
"52674",80189,2,0,0,3,37080
"52675",80190,2,0,0,5,36700
"52676",80192,2,0,0,1,42580
"52677",80193,2,0,0,1,13000
"52678",80196,2,0,0,2,47428
"52679",80197,2,0,8700,1,8700
"52680",80198,1,8800,0,1,17733
"52681",80201,2,0,0,2,101812
"52682",80202,2,0,0,4,134273
"52683",80204,2,0,0,6,230000
"52684",80205,2,0,0,3,141400
"52685",80206,2,0,0,3,67832
"52686",80209,2,0,0,2,42490
"52687",80210,2,0,0,1,23964
"52688",80211,2,0,0,6,61125
"52689",80212,2,0,0,2,83222
"52690",80222,2,0,0,2,30000
"52691",80223,2,0,0,2,137800
"52692",80224,2,0,0,2,64800
"52693",80225,2,0,0,2,68600
"52694",80229,2,0,0,1,10200
"52695",80230,2,0,9500,2,9500
"52696",80231,2,0,0,4,32000
"52697",80232,2,0,0,2,30000
"52698",80233,2,0,0,3,70491
"52699",80235,2,0,0,3,30000
"52700",80236,2,0,0,2,11200
"52701",80237,1,60000,0,2,220010
"52702",80238,2,0,0,4,88056
"52703",80239,2,0,0,4,74708
"52704",80240,2,0,0,2,52211
"52705",80241,2,0,0,1,81714
"52706",80242,2,0,0,2,63584
"52707",80243,2,0,0,2,0
"52708",80244,2,0,0,1,11173
"52709",80245,2,0,0,1,58001
"52710",80246,2,0,0,2,122155
"52711",80247,2,0,0,1,19094
"52712",80248,2,0,0,2,64161
"52713",80249,2,0,0,2,59902
"52714",80250,2,0,0,2,96085
"52715",80251,2,0,0,2,63001
"52716",80252,2,0,0,4,145000
"52717",80253,2,0,0,2,66001
"52718",80254,2,0,0,2,67001
"52719",80255,2,0,0,5,122400
"52720",80256,2,0,0,1,255000
"52721",80257,2,0,0,1,38012
"52722",80258,2,0,0,3,252776
"52723",80259,2,0,0,2,45435
"52724",80260,2,0,12756,3,56857
"52725",80265,2,0,0,3,105016
"52726",80266,2,0,0,4,138402
"52727",80267,2,0,0,1,90700
"52728",80268,2,0,0,1,48115
"52729",80269,2,0,0,3,117120
"52730",80270,2,0,0,2,35431
"52731",80271,2,0,0,1,36400
"52732",80272,2,0,0,2,98986
"52733",80273,2,0,0,4,42774
"52734",80274,1,17556,0,3,20436
"52735",80275,2,0,0,3,44441
"52736",80276,2,0,0,2,641889
"52737",80277,2,0,11352,1,11352
"52738",80278,2,0,0,1,100
"52739",80279,2,0,0,5,25000
"52740",80280,2,0,0,4,168200
"52741",80283,2,0,0,3,129500
"52742",80284,2,0,0,2,77582
"52743",80285,2,0,0,5,112780
"52744",80287,2,0,0,7,107007
"52745",80288,2,0,0,3,42006
"52746",80289,2,0,0,6,37203
"52747",80290,2,0,0,1,38117
"52748",80291,2,0,0,1,85000
"52749",80292,2,0,0,4,156003
"52750",80293,2,0,0,1,55150
"52751",80294,2,0,0,4,219004
"52752",80295,2,0,0,5,102000
"52753",80296,2,0,0,1,0
"52754",80297,2,0,0,2,2e+05
"52755",80298,2,0,0,2,5000
"52756",80299,2,0,0,1,66000
"52757",80300,2,0,0,1,55502
"52758",80301,2,0,19200,3,67200
"52759",80302,2,0,0,4,23800
"52760",80303,2,0,0,4,86200
"52761",80304,2,0,0,1,746499
"52762",80305,2,0,0,1,55000
"52763",80306,2,0,0,1,40000
"52764",80307,2,0,0,2,105700
"52765",80308,2,0,0,3,161137
"52766",80309,2,0,0,2,136841
"52767",80310,2,0,0,1,41587
"52768",80311,1,7350,0,3,107230
"52769",80312,2,0,0,2,73807
"52770",80314,2,0,3204,1,11704
"52771",80315,2,0,0,2,87001
"52772",80316,2,0,0,1,58800
"52773",80318,2,0,0,1,10654
